id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q6086417,"Jan-Evert Rådhström","Jan-Evert Rådhström","Jan-Evert Rådhström","Jan-Evert Rådhström","Jan-Evert Rådhström",,,,,"Jan-Evert Rådhström","Jan-Evert Rådhström","Jan-Evert Rådhström","Jan-Evert Rådhström",,"Jan-Evert Rådhström",male,politician,,,1960,,,,0946889218011,"Jan-Evert Rådhström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6088379,"Pär Axel Sahlberg","Pär Axel Sahlberg","Pär Axel Sahlberg",,"Pär Axel Sahlberg",,,,,"Pär Axel Sahlberg",,"Pär Axel Sahlberg",,,"Pär Axel Sahlberg",male,politician,,,1954,,,"Pär",0476457225115,"Pär Axel Sahlberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6090662,"Björn Samuelson","Björn Samuelson","Björn Samuelson",,,,,,,"Björn Samuelson",,"Björn Samuelson",,,"Björn Samuelson (moderat)",male,politician,,,1951-12-23,,Samuelson,"Björn",0483306984615,"Björn Samuelson (moderat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6090670,"Björn Samuelson","Björn Samuelson","Björn Samuelson",,"Björn Samuelson",,,,,"Björn Samuelson",,"Björn Samuelson",,,"Björn Samuelson (vänsterpartist)",male,politician,,,1951-12-05,,Samuelson,"Björn",0272316208815,"Björn Samuelson (vänsterpartist)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6091566,"Olle Sandahl","Olle Sandahl","Olle Sandahl","Olle Sandahl","Olle Sandahl","Olle Sandahl",,,,"Olle Sandahl","Olle Sandahl","Olle Sandahl","Olle Sandahl",,"Olle Sandahl",male,dentist,,,1950,,,Olle,0900815713419,"Olle Sandahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olle Sandahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olle Sandahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6091847,"Jan Sandberg","Jan Sandberg","Jan Sandberg",,"Jan Sandberg",,,,,"Jan Sandberg",,"Jan Sandberg",,,"Jan Sandberg",male,politician,,,1958,,,Jan,0286118205611,"Jan Sandberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6092482,"Mats Sander","Mats Sander","Mats Sander",,"Mats Sander",,,,,"Mats Sander",,"Mats Sander",,,"Mats Sander",male,politician,,,1963-02-26,,,Mats,0150200797210,"Mats Sander","Mats Sander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093311,"Mikael Sandström","Mikael Sandström","Mikael Sandström",,"Mikael Sandström",,,,,"Mikael Sandström",,"Mikael Sandström",,,"Mikael Sandström",male,politician,,,1967,,"Sandström",Mikael,0564232053610,"Mikael Sandström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093367,"Stig Sandström","Stig Sandström","Stig Sandström",,"Stig Sandström",,,,,"Stig Sandström",,"Stig Sandström",,,"Stig Sandström",male,politician,,,1943-02-25,,"Sandström",Stig,0841352877309,"Stig Sandström",,,2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093424,"Åke Sandström","Åke Sandström","Åke Sandström",,"Åke Sandström",,,,,"Åke Sandström",,"Åke Sandström",,,"Åke Sandström",male,politician,,,1940,,"Sandström","Åke",0590881101608,"Åke Sandström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6146756,"Henrik Landerholm","Henrik Landerholm","Henrik Landerholm",,"Henrik Landerholm",,,,,"Henrik Landerholm",,"Henrik Landerholm",,,"Henrik Landerholm",male,politician,,,1963-08-10,,,Henrik,0838210948212,"Henrik Landerholm",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/48/Henrik_Landerholm_2013-09-11_001.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6156728,"Thomas Nihlén","Thomas Nihlén","Thomas Nihlén",,"Thomas Nihlén",,,,,"Thomas Nihlén",,"Thomas Nihlén",,,"Thomas Nihlén",male,politician,,,1953,,,Thomas,0247856302113,"Thomas Nihlén",,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/19/Thomas_Nihlén_porträtt_(2008).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6157128,"Per-Samuel Nisser","Per-Samuel Nisser","Per-Samuel Nisser",,"Per-Samuel Nisser",,,,,"Per-Samuel Nisser",,"Per-Samuel Nisser",,,"Per-Samuel Nisser",male,politician,,,1958-10-19,,,,0299768872013,"Per-Samuel Nisser","Per-Samuel Nisser",,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Per-Samuel_Nisser.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6157362,"Nils Nordh","Nils Nordh","Nils Nordh",,"Nils Nordh",,,,,"Nils Nordh",,"Nils Nordh",,,"Nils Nordh",male,politician,,,1931,,,Nils,0179597134903,"Nils Nordh","Nils Nordh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6165375,"Lennart Rohdin","Lennart Rohdin","Lennart Rohdin",,"Lennart Rohdin",,,,,"Lennart Rohdin",,"Lennart Rohdin",,,"Lennart Rohdin",male,politician,,71364004,1947-05-01,,,Lennart,0789744347006,"Lennart Rohdin","Lennart Rohdin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6169540,"Fredrik Schulte","Fredrik Schulte","Fredrik Schulte",,"Fredrik Schulte","Fredrik Schulte","Fredrik Schulte","Fredrik Schulte","Fredrik Schulte","Fredrik Schulte",,"Fredrik Schulte","Fredrik Schulte",,"Fredrik Schulte",male,politician,,,1981-12-06,/m/0_vb3df,,Fredrik,0210198640127,"Fredrik Schulte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.schulte.se/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6172149,"Åke Selberg","Åke Selberg","Åke Selberg",,"Åke Selberg","Åke Selberg",,,,"Åke Selberg",,"Åke Selberg",,,"Åke Selberg",male,politician,,,1939,,,"Åke",0365641780005,"Åke Selberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6172463,"Anders Sellström","Anders Sellström","Anders Sellström",,"Anders Sellström",,,,,"Anders Sellström",,"Anders Sellström",,,"Anders Sellström",male,politician,,,1964-03-19,,,Anders,0494431859015,"Anders Sellström",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Anderssellstrom.png,,,,,,,,,,,,"Category:Anders Sellström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6175642,"Karl Sigfrid","Karl Sigfrid","Karl Sigfrid",,,"Karl Sigfrid",,,,"Karl Sigfrid",,"Karl Sigfrid",,,"Karl Sigfrid",male,politician,,,1977-10-17,,,Karl,0469626830920,"Karl Sigfrid",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Karl_Sigfrid.jpg,,,,"Karl Sigfrid","Karl Sigfrid",,,,,,,"Category:Karl Sigfrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6175674,"Sven-Gösta Signell","Sven-Gösta Signell","Sven-Gösta Signell",,"Sven-Gösta Signell",,,,,"Sven-Gösta Signell",,"Sven-Gösta Signell",,,"Sven-Gösta Signell",male,politician,,,1929,,,,0870877750104,"Sven-Gösta Signell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6175962,"Bengt Silfverstrand","Bengt Silfverstrand","Bengt Silfverstrand",,"Bengt Silfverstrand",,,,,"Bengt Silfverstrand",,"Bengt Silfverstrand",,,"Bengt Silfverstrand",male,politician,,305393027,1941,,,Bengt,0241621108903,"Bengt Silfverstrand","Bengt Silfverstrand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6178341,"Karl Gustaf Sjödin","Karl Gustaf Sjödin","Karl Gustaf Sjödin",,"Karl Gustaf Sjödin",,,,,"Karl Gustaf Sjödin",,"Karl Gustaf Sjödin",,,"Karl Gustaf Sjödin",male,politician,,,1948,,,Karl,0644864705800,"Karl Gustaf Sjödin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6178849,"Anders Sjölund","Anders Sjölund","Anders Sjölund",,"Anders Sjölund",,,,,"Anders Sjölund",,"Anders Sjölund",,,"Anders Sjölund",male,politician,,,1948,,,Anders,0916454726102,"Anders Sjölund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6179028,"Ulf Sjösten","Ulf Sjösten","Ulf Sjösten","Ulf Sjösten","Ulf Sjösten","Ulf Sjösten",,,,"Ulf Sjösten","Ulf Sjösten","Ulf Sjösten","Ulf Sjösten",,"Ulf Sjösten",male,politician,,,1954-04-08,,,Ulf,089057453314,"Ulf Sjösten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6179083,"Sven-Erik Sjöstrand","Sven-Erik Sjöstrand","Sven-Erik Sjöstrand","Sven-Erik Sjöstrand","Sven-Erik Sjöstrand",,,,,"Sven-Erik Sjöstrand","Sven-Erik Sjöstrand","Sven-Erik Sjöstrand","Sven-Erik Sjöstrand",,"Sven-Erik Sjöstrand",male,politician,,,1954,,,Sven,0891897903314,"Sven-Erik Sjöstrand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6180159,"Christer Skoog","Christer Skoog","Christer Skoog",,"Christer Skoog",,,,,"Christer Skoog",,"Christer Skoog",,,"Christer Skoog",male,politician,,,1945,,Skoog,Christer,0209063197208,"Christer Skoog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6180602,"Kenth Skårvik","Kenth Skårvik","Kenth Skårvik",,"Kenth Skårvik","Kenth Skårvik","Kenth Skårvik","Kenth Skårvik","Kenth Skårvik","Kenth Skårvik",,"Kenth Skårvik",,,"Kenth Skårvik",male,politician,,,1935-01-18,,,Kenth,0954999878706,"Kenth Skårvik",,,,,,,"Kenth Skårvik","Kenth Skårvik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6186253,"Harry Staaf","Harry Staaf","Harry Staaf",,"Harry Staaf",,,,,"Harry Staaf",,"Harry Staaf",,,"Harry Staaf",male,politician,,,1939,,,Harry,0667211637804,"Harry Staaf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6186607,"Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis",,,,"Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis","Tasso Stafilidis",,"Tasso Stafilidis",male,actor,,,1971,,,,0480384439015,"Tasso Stafilidis",,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Tasso_Stafilidis2008.jpg,,,,,,,,,,"Tasso Stafilidis",,"Category:Tasso Stafilidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6187608,"Lars-Arne Staxäng","Lars-Arne Staxäng","Lars-Arne Staxäng",,"Lars-Arne Staxäng",,"Lars-Arne Staxäng","Lars-Arne Staxäng","Lars-Arne Staxäng","Lars-Arne Staxäng",,"Lars-Arne Staxäng",,,"Lars-Arne Staxäng",male,politician,,,1956-06-07,,,Lars-Arne,0718937995813,"Lars-Arne Staxäng",,,,,,"https://upload.wikimedia.org/wikipedia/commons/8/85/Lars-Arne_Staxäng.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
