id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q531748,"Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen","Carsten Hansen",,"Carsten Hansen","Carsten Hansen","Carsten Hansen (politician)","Carsten Hansen","Carsten Hansen","Carsten Hansen",https://upload.wikimedia.org/wikipedia/commons/0/05/Carsten_Hansen.jpg,male,politician,,,1957-01-10,/m/0gmgs47,Carsten,,,,,"Carsten Hansen","Carsten Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531763,"Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Category:Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard","Morten Østergaard",https://upload.wikimedia.org/wikipedia/commons/f/f1/Den_danske_uddannelsesminister_Morten_Oestergaard._Mote_i_ministerradet_for_utbildning_och_forskning_i_forbindelse_med_Nordiska_radets_64-e_session_i_Helsingfors._Wednesday_31._October_2012.jpg,male,politician,,,1976-06-17,/m/04gkpn9,Morten,http://www.radikale.dk/profile/164,,,oestergaard,"Morten Østergaard",,,,,"Morten Østergaard","Morten Østergaard",,,,"莫滕·奧斯特加德",,,,,,,,,,,,,,,"مورتن أوسترغارد",,,,,,,,"Мортен Остергаард",,,,,,,,,,,,,,,,,,,,,"مورتن أوسترغارد",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morten Østergaard",,,,,,,,,,,,,,,,"Мортен Остергаард",,"莫滕·奧斯特加德",,,,,,,,,,,,,,,,,,,,5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q533361,"Juliane Henningsen",,"Juliane Henningsen","Juliane Henningsen","Juliane Henningsen","Juliane Henningsen",,,,,,"Juliane Henningsen",,,"Juliane Henningsen",,"Juliane Henningsen","Juliane Henningsen","Juliane Henningsen",,"Juliane Henningsen",,https://upload.wikimedia.org/wikipedia/commons/4/41/Juliane_Henningsen_(IA)_suppleant_i_Nordiska_radets_danska_delegation.jpg,female,politician,,,1984-07-29,,Juliane,,,,,"Juliane Henningsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/1214m5h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544116,"Lisbeth Petersen",,"Lisbeth L. Petersen","Lisbeth Petersen","Lisbeth Petersen","Lisbeth L. Petersen","Lisbeth L. Petersen",,,,"Lisbeth Beate Lindenskov Petersen","Lisbeth Petersen",,"Lisbeth L. Petersen","Lisbeth Petersen",,"Lisbeth Petersen","Lisbeth L. Petersen","Lisbeth L. Petersen",,"Lisbeth L. Petersen",,,female,politician,43664080,,1939-02-28,,Lisbeth,,,,,"Lisbeth L. Petersen (Færøerne)",,,,,,,"Lisbeth Beate Lindenskov Petersen",,,"利斯貝思·L·彼得森",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lisbeth L. Petersen",,,"Lisbeth L. Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/1225dctj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546215,"Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard",,"Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard","Morten Løkkegaard",,"Morten Løkkegaard",,male,politician,,,1964-12-20,/m/065_dtm,Morten,,96709,,,"Morten Løkkegaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morten Løkkegaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546246,"Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde",,"Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde","Jens Rohde",https://upload.wikimedia.org/wikipedia/commons/f/f3/Jens_Rohde_2014.jpg,male,politician,,,1970-04-18,/m/0bs3jc_,Jens,,96710,,rohde_jens,"Jens Rohde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jens Rohde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q547422,"Jytte Hilden",,"Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden","Jytte Hilden",,"Jytte Hilden","Jytte Hilden",,"Jytte Hilden",,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Jytte-hilden-2005.jpg,female,politician,25412823,119451727,1942-09-12,,Jytte,,,,,"Jytte Hilden",,,,,,,"Jytte Hilden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jytte Hilden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 1360 5667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q556712,"Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen",,,"Aksel V. Johannesen","Aksel Johannesen","Aksel Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Category:Aksel V Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen","Aksel V. Johannesen",https://upload.wikimedia.org/wikipedia/commons/6/60/Aksel_V_Johannesen_2012.jpg,male,politician,,,1972-11-08,/m/0_lfs3b,Aksel,,,,,"Aksel V. Johannesen",,,,aksel.johannesen,,,"Aksel V. Johannesen",,,"阿克塞爾·V·約翰森",,,,,,,,,"Aksel V. Johannesen","アクセル・ヨハネセン",,"Άξελ Β. Γιοχάνεσεν",,,,,,"Aksel V. Johannesen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Άξελ Β. Γιοχάνεσεν",,"Aksel Johannesen","Aksel V. Johannesen",,,"Aksel V. Johannesen",,,"Aksel V. Johannesen",,,,"Aksel V. Johannesen",,"アクセル・ヨハネセン",,,,,,,,,"Aksel Johannesen",,,,,,"Йоханнесен, Аксель Вилхелмсон",,,,,,,,,"Aksel V. Johannesen",,,"阿克塞爾·V·約翰森",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q558865,"Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader",,"Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader","Naser Khader",https://upload.wikimedia.org/wikipedia/commons/0/0a/Naser_Khader-2011-09-09.jpg,male,"radio personality",100490187,13919312X,1963-07-01,/m/0b8qx9,Naser,http://www.khader.dk/,,http://blogs.bt.dk/verdenifoelgekhader/,naserkhaderdk,"Naser Khader","Naser Khader","Хадер, Насер",,naserkhaderdk,,,"Naser Khader",,,"奈瑟·卡德",,,,,,,,,,"ナサ・カダー",,,,,"ناصر خضر",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ناصر خضر",,,,,,,,,"Naser Khader",,,,,,,"Naser Khader",,,"Naser Khader",,,,,"Naser Khader","ナサ・カダー",,,,,,,,,,,,,,,"Хадер, Насер",,,,,,,,,,,,,n2002039786,,,,,,,,,,,,,,,"0000 0000 7888 0491",,,482948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naser Khader",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q567098,"Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","Bertel Haarder","https://upload.wikimedia.org/wikipedia/commons/b/bd/Bertel_Haarder_og_Ellen_Trane_Nørby.jpg",male,politician,23279753,131730223,1944-09-07,/m/05d4kh,Bertel,http://bertelhaarder.dk/,1925,,BHaarder,"Bertel Haarder",,,,,,,"Bertel Haarder",,,,,,,,,,,,,,,,,,,,,,,,,"Bertel Haarder","Бертель Хордер",,,,,,,,,,,,,,,,,"Bartholomaeus Haarder",,,,,,,,,,,,,"Bertel Haarder",,,,,,,,,,,,,,,,,,,,,,,,,"Bertel Haarder",,,,,,,,,,,,,,,,"Бертель Хордер",,,n83222549,,,,,,,,,,,,,,,"0000 0000 7834 5421",125580290,034873600,134332,,,,242695,,,,,,,,,,,,,,,,,,,,,"Bertel Haarder",,,,,,,,,bertel-haarder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q567780,"Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal",,,"Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Category:Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal","Høgni Hoydal",https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,male,politician,54326312,,1966-03-28,/m/05t39z,,,,,,"Høgni Hoydal",,,,hognihoydal,,,"Høgni Hoydal",,,"和葛妮·霍伊達爾",,,,,,,,,,"ヘグニ・ホイダル",,,,,"هايخني هيدال",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"هايخني هيدال",,,,,,,,,,,,"Høgni Hoydal",,,,"Høgni Hoydal",,,"Høgni Hoydal",,,,"Høgni Hoydal",,"ヘグニ・ホイダル",,,,,,,,,"Høgni Hoydal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 3619 7045",137465233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5719345,"Ole Espersen",,,"Ole Espersen","Ole Espersen","Ole Espersen",,,,,"Ole Espersen","Ole Espersen","Ole Espersen","Ole Espersen","Ole Espersen",,"Ole Espersen","Ole Espersen","Ole Espersen","Ole Espersen",,,,male,politician,38230884,,1934-12-20,,Ole,,,,,"Ole Espersen",,,,,,,"Ole Espersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n81012000,,,,,,,,,,,,,,,,,126232210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5738260,"Alexander Foss",,"Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss","Alexander Foss",,,"Alexander Foss",,"Alexander Foss",,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Alexander_Foss.jpg,male,autobiographer,28377191,,1858-10-01,,Alexander,,,,,,,,,,,,"Alexander Foss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925-11-25,,,143883488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5750868,"Lars P. Gammelgaard",,"Lars P. Gammelgaard","Lars P. Gammelgaard","Lars P. Gammelgaard",,,,,,"Lars P. Gammelgaard","Lars P. Gammelgaard",,,"Lars P. Gammelgaard",,"Lars P. Gammelgaard",,,"Lars P. Gammelgaard","Lars P. Gammelgaard",,,male,politician,,,1945-02-09,,Lars,,,,,"Lars P. Gammelgaard",,,,,,,"Lars P. Gammelgaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q575363,"Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Category:Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","Nicolai Wammen","https://upload.wikimedia.org/wikipedia/commons/1/19/Nicolai_Wammen,_pressefoto.jpg",male,politician,,,1971-02-07,/m/0crbxtr,Nicolai,,,,,"Nicolai Wammen",,,,,,,,,,,,,,,,,,,,,,,,,,"Nicolai Wammen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicolai Wammen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicolai Wammen","Nicolai Wammen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57652,"Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt",https://upload.wikimedia.org/wikipedia/commons/9/97/Helle_Thorning-Schmidt-2.jpg,female,politician,53960202,137558570,1966-12-14,/m/05rn5r,Helle,http://www.thorning-schmidt.dk/,4435,,HelleThorning_S,"Helle Thorning-Schmidt","Helle Thorning-Schmidt","Торнинг-Шмитт, Хелле",,hellethorningschmidt,"Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","赫勒·托寧-施密特","הלה ת'ורנינג שמידט","헬레 토르닝슈미트","Хеле Торнінг-Шміт","எல் தோர்னிங் இசுமிட்","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Torninga-Šmita","Helle Thorning-Schmidt","Helle Thorning-Schmidt","ヘレ・トーニング＝シュミット","Helle Thorning-Schmidt","Χέλε Τόρνινγκ-Σμιτ","Helle Thorning-Schmidt","Helle Thorning-Schmidt","هله تورنينغ شميت","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Гелле Торнінг-Шмідт","Гэле Торнінг-Шміт","Helle Thorningová-Schmidtová","Helle Thorning-Schmidt","هله تورنینگ-اشمیت","Helle Torninq-Şmitt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Хеле Торнинг-Шмит","Helle Thorning-Schmidt","Helle Thorning-Schmidt","هيلى تورنينج-شميت","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorningová-Schmidtová","Հելլե Թորնինգ Շմիդտ","เฮลเลอ ทัวนิง-สมิต","هيلي تورنينج-شميت","هيلى تورنينج-شميت","Helle Torninq-Şmitt","Гэле Торнінг-Шміт","Хеле Торнінг-Шміт","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorningová-Schmidtová","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Χέλε Τόρνινγκ-Σμιτ","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","هله تورنینگ-اشمیت","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","הלה ת'ורנינג שמידט","Helle Thorning-Schmidt","Հելլե Թորնինգ Շմիդտ","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","ヘレ・トーニング＝シュミット","헬레 토르닝슈미트","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Torninga-Šmita","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Торнинг-Шмитт, Хелле","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorning-Schmidt","Helle Thorningová-Schmidtová","Хеле Торнинг-Шмит","எல் தோர்னிங் இசுமிட்","เฮลเลอ ทัวนิง-สมิต","Helle Thorning-Schmidt","Гелле Торнінг-Шмідт","Helle Thorning-Schmidt","赫勒·托寧-施密特",no2008078894,nm1525284,149/000347105,00000028824,visw18soghx0,Helle-Thorning-Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5773186,"Henning Grove",,"Henning Grove","Henning Grove","Henning Grove","Henning Grove",,,,,"Henning Grove",,"Henning Grove",,"Henning Grove",,"Henning Grove","Henning Grove",,"Henning Grove","Henning Grove",,,male,,,,1932-04-07,,Henning,,,,,"Henning Grove",,,,,,,"Henning Grove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henning Grove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5788444,"J.K. Hansen",,,"J.K. Hansen","Jens Kristian Hansen",,,,,,"Jens Kristian Hansen","J.K. Hansen",,,"J.K. Hansen",,"J.K. Hansen",,,"Jens Kristian Hansen (homme politique)",,,,male,politician,,,1926-06-05,,Jens,,,,,"J.K. Hansen",,,,,,,"Jens Kristian Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5798203,"Svend Heiselberg",,,"Svend Heiselberg","Svend Heiselberg",,,,,,"Svend Heiselberg",,,,"Svend Heiselberg",,"Svend Heiselberg",,,,,,,male,,,,1935-05-11,,Svend,,,,,"Svend Heiselberg",,,,,,,"Svend Heiselberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
